order_id,user_id,menu_id,total_money,time
406784,760974,744060,10.0,2022-06-01 09:07:00
683493,471776,287592,4.0,2022-06-01 06:24:00
410674,300875,401949,11.5,2022-06-01 07:04:00
776699,883467,309351,9.5,2022-06-01 06:45:00
246659,892676,178739,11.0,2022-06-01 06:53:00
890636,458020,606162,15.0,2022-06-01 06:03:00
707325,277003,277656,9.5,2022-06-01 06:26:00
143730,843219,719057,10.7,2022-06-01 08:02:00
896203,248722,137386,5.5,2022-06-01 08:12:00
552943,105936,883940,5.45,2022-06-01 07:41:00
167738,136942,377851,7.5,2022-06-01 09:11:00
956176,644520,719547,7.0,2022-06-01 08:54:00
710250,323938,135378,7.0,2022-06-01 09:00:00
660112,300735,822274,8.5,2022-06-01 07:36:00
279482,632454,185817,13.0,2022-06-01 06:32:00
588024,668689,742566,7.5,2022-06-01 08:37:00
286524,103616,847200,7.0,2022-06-01 07:25:00
617168,474619,741100,10.0,2022-06-01 08:23:00
680748,153536,735391,16.0,2022-06-01 07:04:00
630028,396859,218684,8.0,2022-06-01 08:28:00
975536,480712,156620,20.0,2022-06-01 06:16:00
498921,804398,632511,7.5,2022-06-01 07:03:00
930612,524354,531601,10.0,2022-06-01 07:31:00
178206,668116,720150,4.0,2022-06-01 06:01:00
404478,647034,970713,19.5,2022-06-01 07:26:00
760602,271997,423934,7.0,2022-06-01 08:22:00
428837,879861,237859,5.0,2022-06-01 09:32:00
525036,659685,941204,19.0,2022-06-01 07:00:00
192761,234427,192668,9.5,2022-06-01 09:42:00
566576,156306,549964,15.5,2022-06-01 06:16:00
118100,732439,189978,13.5,2022-06-01 06:12:00
370096,205194,754623,19.0,2022-06-01 06:05:00
936889,940774,398391,10.7,2022-06-01 06:37:00
363872,424397,841631,17.0,2022-06-01 09:32:00
375562,677804,685327,14.0,2022-06-01 06:32:00
836543,234936,636299,11.0,2022-06-01 09:54:00
443247,145482,295659,17.0,2022-06-01 06:37:00
466064,368593,486256,18.0,2022-06-01 06:03:00
860188,708560,261198,11.0,2022-06-01 08:43:00
974085,775589,213332,6.5,2022-06-01 06:05:00
617733,428234,535215,16.0,2022-06-01 07:11:00
123066,445557,532796,9.0,2022-06-01 09:29:00
918336,289127,636240,7.5,2022-06-01 08:52:00
130705,116572,435703,5.0,2022-06-01 08:51:00
462350,802849,321213,3.0,2022-06-01 06:15:00
682769,750423,918377,8.5,2022-06-01 08:27:00
524351,425603,933900,3.0,2022-06-01 06:47:00
438383,723633,498381,5.5,2022-06-01 06:03:00
234116,296003,273801,3.5,2022-06-01 07:04:00
499260,929690,218190,19.0,2022-06-01 09:42:00
409939,656989,694510,3.5,2022-06-01 07:28:00
187721,246756,304319,10.5,2022-06-01 07:10:00
470743,433411,901825,13.0,2022-06-01 07:04:00
904415,390303,403994,8.0,2022-06-01 06:29:00
768497,673567,775161,22.0,2022-06-01 06:29:00
782064,810816,731633,16.0,2022-06-01 07:00:00
771620,198183,238591,8.5,2022-06-01 06:36:00
942370,687313,943980,2.0,2022-06-01 09:51:00
277078,682453,646387,7.0,2022-06-01 09:44:00
628052,115064,290611,14.0,2022-06-01 07:26:00
173842,269460,936969,11.5,2022-06-01 06:40:00
916797,290489,615520,13.5,2022-06-01 07:02:00
266416,983695,738389,14.0,2022-06-01 06:12:00
976821,912180,121908,7.0,2022-06-01 07:30:00
180062,215656,408146,14.5,2022-06-01 07:34:00
256433,691361,404818,3.7,2022-06-01 09:29:00
860216,424739,527829,7.5,2022-06-01 07:36:00
632559,867094,917673,11.0,2022-06-01 07:19:00
400263,813744,389353,10.5,2022-06-01 09:11:00
554626,678821,665026,8.0,2022-06-01 09:35:00
475441,245282,633288,11.5,2022-06-01 09:43:00
219517,849641,316006,10.5,2022-06-01 09:05:00
172234,298365,522454,12.5,2022-06-01 09:15:00
809324,685003,652159,14.0,2022-06-01 06:47:00
213431,642286,113871,16.0,2022-06-01 07:48:00
681942,117255,327570,12.0,2022-06-01 09:50:00
270371,251859,191099,19.0,2022-06-01 09:49:00
941178,624377,220551,2.0,2022-06-01 07:40:00
308831,242266,874422,7.5,2022-06-01 06:18:00
784670,668373,608969,10.0,2022-06-01 06:48:00
536982,773496,191990,6.5,2022-06-01 08:46:00
260454,778412,819050,2.0,2022-06-01 08:16:00
578663,971275,563560,8.0,2022-06-01 07:15:00
799029,345877,160536,12.0,2022-06-01 08:18:00
922536,793864,389369,12.0,2022-06-01 09:44:00
672980,972225,798731,6.5,2022-06-01 07:47:00
238260,361305,253498,7.0,2022-06-01 08:02:00
964935,621555,853323,11.0,2022-06-01 09:37:00
861133,831446,869918,11.0,2022-06-01 06:52:00
917808,703194,961837,14.0,2022-06-01 07:05:00
270365,747690,698881,13.0,2022-06-01 09:20:00
727181,253927,127568,7.5,2022-06-01 09:51:00
353303,595696,210920,12.5,2022-06-01 08:07:00
705476,385848,357224,7.5,2022-06-01 07:03:00
843982,954107,306663,13.0,2022-06-01 08:19:00
310458,295614,150103,16.0,2022-06-01 07:24:00
517034,475477,692565,12.5,2022-06-01 06:41:00
819618,882283,164704,11.0,2022-06-01 07:34:00
438935,319193,595973,15.0,2022-06-01 07:27:00
803974,140830,760099,10.0,2022-06-01 08:01:00
422121,227771,839831,21.0,2022-06-01 07:11:00
117078,273472,596374,6.5,2022-06-01 08:51:00
442984,618888,845655,10.5,2022-06-01 09:29:00
230343,828782,654146,9.0,2022-06-01 07:54:00
891779,505616,978568,16.0,2022-06-01 07:13:00
846858,353340,591907,9.0,2022-06-01 07:52:00
515484,614403,501298,5.5,2022-06-01 06:41:00
629252,343727,262245,11.45,2022-06-01 06:04:00
551644,907732,112661,15.0,2022-06-01 09:53:00
250846,605440,332468,11.0,2022-06-01 06:40:00
769662,916755,546721,7.0,2022-06-01 07:35:00
648928,394301,480894,7.0,2022-06-01 08:27:00
326168,134441,221393,17.0,2022-06-01 08:03:00
209243,258589,376125,7.5,2022-06-01 09:49:00
374736,564423,497945,13.5,2022-06-01 08:38:00
405711,347474,575788,16.0,2022-06-01 07:11:00
855935,653658,342007,10.0,2022-06-01 08:59:00
970442,122255,826754,15.5,2022-06-01 09:43:00
805746,439976,712271,9.5,2022-06-01 07:22:00
465762,988615,318770,14.5,2022-06-01 07:37:00
776678,922995,192774,2.5,2022-06-01 09:44:00
677740,888730,146179,6.5,2022-06-01 07:51:00
231877,828946,996126,16.0,2022-06-01 06:57:00
309326,375939,431285,22.0,2022-06-01 08:06:00
658732,130791,349192,2.5,2022-06-01 07:35:00
773594,257704,468932,3.5,2022-06-01 07:00:00
949542,924376,232696,15.5,2022-06-01 06:18:00
356706,959796,673156,18.5,2022-06-01 07:09:00
960786,234225,364982,8.5,2022-06-01 06:02:00
203081,915588,197466,16.5,2022-06-01 06:21:00
921004,282751,287009,11.5,2022-06-01 09:30:00
486129,628698,255943,16.5,2022-06-01 08:58:00
521415,200380,945737,7.7,2022-06-01 09:46:00
991543,533815,281318,3.0,2022-06-01 06:47:00
466401,131552,248880,2.0,2022-06-01 09:29:00
783378,990297,300376,19.5,2022-06-01 09:35:00
198235,326994,996513,16.0,2022-06-01 07:38:00
294288,934653,773005,20.0,2022-06-01 08:38:00
514018,463848,776941,8.0,2022-06-01 09:22:00
357927,613589,476884,5.5,2022-06-01 09:54:00
571992,212797,764048,7.0,2022-06-01 09:47:00
150624,391839,253359,11.0,2022-06-01 08:42:00
541771,484100,330330,6.5,2022-06-01 07:59:00
622738,312585,915137,11.5,2022-06-01 07:05:00
631995,716915,648992,14.0,2022-06-01 06:47:00
676216,832781,669519,6.2,2022-06-01 08:05:00
628563,348612,891675,1.45,2022-06-01 06:05:00
393111,676614,482338,4.0,2022-06-01 06:46:00
561114,993094,809456,9.5,2022-06-01 09:21:00
537439,534422,250993,3.0,2022-06-01 07:49:00
532167,140534,679504,6.5,2022-06-01 09:23:00
915512,662983,119714,5.0,2022-06-01 09:26:00
442277,130487,608122,15.0,2022-06-01 09:33:00
463092,295887,732957,10.5,2022-06-01 06:11:00
747544,280952,878973,8.0,2022-06-01 06:43:00
737868,287242,933835,15.0,2022-06-01 06:57:00
146878,189178,171469,9.0,2022-06-01 07:32:00
494649,285479,993824,19.5,2022-06-01 08:08:00
862030,104722,385694,5.5,2022-06-01 08:39:00
651524,669612,778329,6.7,2022-06-01 06:34:00
286550,133339,817747,2.0,2022-06-01 07:08:00
646082,691448,163121,9.0,2022-06-01 08:28:00
649836,911045,309778,16.5,2022-06-01 07:25:00
932663,101251,962479,4.5,2022-06-01 07:41:00
700453,502491,243828,9.7,2022-06-01 06:08:00
415097,220127,405099,10.5,2022-06-01 08:30:00
509334,216531,924224,14.0,2022-06-01 08:32:00
576537,644797,779986,8.0,2022-06-01 09:51:00
349606,589267,705019,8.0,2022-06-01 09:03:00
794341,964359,734937,4.5,2022-06-01 08:26:00
852302,166974,360708,8.5,2022-06-01 09:52:00
976842,980980,418422,1.7,2022-06-01 08:51:00
646267,546946,379941,18.5,2022-06-01 08:41:00
886489,417967,138730,6.0,2022-06-01 06:44:00
614509,579779,560109,15.0,2022-06-01 07:47:00
705193,618291,407003,10.5,2022-06-01 08:59:00
228697,502920,724521,7.5,2022-06-01 09:07:00
886713,420467,436965,7.0,2022-06-01 06:56:00
352628,907568,610670,14.0,2022-06-01 06:46:00
512041,958342,440980,8.0,2022-06-01 07:27:00
874789,509346,240913,12.5,2022-06-01 07:42:00
386093,329744,669262,8.5,2022-06-01 06:03:00
332802,950705,486956,12.2,2022-06-01 09:09:00
358397,922336,607749,18.0,2022-06-01 09:34:00
958066,471382,650617,8.0,2022-06-01 08:32:00
733502,706945,746997,16.5,2022-06-01 06:06:00
891296,885760,645889,18.0,2022-06-01 08:04:00
577586,876030,707670,18.5,2022-06-01 09:10:00
780966,395818,654079,17.5,2022-06-01 07:49:00
294418,222283,660461,4.5,2022-06-01 06:03:00
709923,509064,922687,15.0,2022-06-01 09:51:00
101773,645570,424916,10.5,2022-06-01 08:29:00
594876,720646,931017,4.0,2022-06-01 06:18:00
170758,892658,354295,5.5,2022-06-01 07:27:00
433545,557798,827358,6.0,2022-06-01 07:22:00
817649,445606,602431,7.0,2022-06-01 08:35:00
600201,587644,750592,13.0,2022-06-01 09:53:00
783758,128509,587325,5.7,2022-06-01 06:24:00
250793,577619,485090,9.0,2022-06-01 08:17:00
614253,976661,982366,15.5,2022-06-01 09:14:00
133623,546654,268428,18.0,2022-06-01 07:51:00
483955,374986,284385,20.0,2022-06-01 08:08:00
894538,382760,214427,10.0,2022-06-01 07:50:00
886820,379855,794857,3.0,2022-06-01 06:34:00
523210,892849,477853,6.5,2022-06-01 07:36:00
439469,122411,181489,10.0,2022-06-01 07:40:00
712961,639292,381627,16.0,2022-06-01 06:40:00
117519,484585,632122,10.5,2022-06-01 07:21:00
187090,684184,825738,10.7,2022-06-01 09:13:00
722742,606091,156964,12.5,2022-06-01 06:58:00
199247,938169,572653,22.0,2022-06-01 09:29:00
951971,995954,684591,6.5,2022-06-01 06:03:00
814357,806598,456779,12.7,2022-06-01 07:34:00
552376,294560,876496,14.0,2022-06-01 07:59:00
302850,611311,781975,4.0,2022-06-01 09:42:00
167290,497211,487600,15.0,2022-06-01 06:48:00
722294,139884,513813,15.0,2022-06-01 06:09:00
144249,575106,883904,16.0,2022-06-01 09:21:00
537496,862013,834235,10.0,2022-06-01 06:05:00
113522,548228,777522,4.0,2022-06-01 07:24:00
587066,601568,452280,17.0,2022-06-01 08:45:00
706995,130442,394818,6.5,2022-06-01 09:20:00
441827,804289,939129,16.5,2022-06-01 07:37:00
522946,232660,957901,15.0,2022-06-01 09:37:00
274822,474395,561479,1.5,2022-06-01 08:51:00
813780,637181,242669,11.0,2022-06-01 09:28:00
871540,395232,395365,12.0,2022-06-01 08:22:00
754682,860003,862746,11.0,2022-06-01 07:45:00
360230,424286,428182,9.0,2022-06-01 07:36:00
751380,731704,872190,7.0,2022-06-01 09:13:00
948357,680786,522998,8.5,2022-06-01 07:25:00
969325,446430,916779,12.0,2022-06-01 08:08:00
458042,837689,644869,7.5,2022-06-01 07:53:00
666968,562433,674596,9.0,2022-06-01 08:06:00
230403,438363,582337,26.0,2022-06-01 09:52:00
313879,123613,898599,13.0,2022-06-01 09:53:00
582486,874161,442451,10.0,2022-06-01 06:05:00
331506,915746,495593,16.5,2022-06-01 08:42:00
615382,524799,528871,11.0,2022-06-01 08:14:00
338963,826606,810225,20.0,2022-06-01 08:57:00
279861,419672,493252,16.0,2022-06-01 07:22:00
694995,242819,864512,6.0,2022-06-01 06:40:00
603203,726253,173352,9.5,2022-06-01 08:24:00
156429,328573,189946,10.0,2022-06-01 08:24:00
633416,776002,919157,9.0,2022-06-01 07:00:00
356481,808105,774363,8.0,2022-06-01 09:15:00
462623,329496,271568,9.0,2022-06-01 09:09:00
227659,125430,928149,9.0,2022-06-01 07:13:00
217424,468947,751934,18.0,2022-06-01 07:06:00
769608,212382,216860,10.7,2022-06-01 08:46:00
961657,868538,556557,9.0,2022-06-01 09:46:00
814093,209081,424718,11.5,2022-06-01 06:52:00
958331,539105,152077,13.0,2022-06-01 08:58:00
104887,476419,440658,5.0,2022-06-01 08:46:00
748933,801052,126261,6.0,2022-06-01 06:39:00
550113,577009,382669,8.0,2022-06-01 08:29:00
118811,514695,802739,13.5,2022-06-01 08:49:00
970939,557618,338844,8.5,2022-06-01 08:30:00
267453,483202,325816,4.5,2022-06-01 07:35:00
479411,197330,755843,11.0,2022-06-01 07:42:00
274722,838867,357456,8.5,2022-06-01 07:11:00
609542,807439,799876,15.5,2022-06-01 09:37:00
744446,177756,172050,17.0,2022-06-01 06:26:00
415414,102432,780651,4.0,2022-06-01 06:48:00
294419,988699,918713,21.0,2022-06-01 09:18:00
333414,313293,204887,15.0,2022-06-01 06:05:00
123358,301896,831554,21.5,2022-06-01 07:24:00
639809,762742,180405,15.0,2022-06-01 06:35:00
102519,197045,145785,7.5,2022-06-01 09:36:00
294272,953011,322172,8.0,2022-06-01 07:07:00
584535,884401,922325,4.0,2022-06-01 09:44:00
821624,572748,124113,12.0,2022-06-01 09:48:00
257012,625825,388346,7.0,2022-06-01 06:22:00
699997,432357,881374,14.0,2022-06-01 09:40:00
941493,528967,524382,11.5,2022-06-01 07:53:00
699424,129254,947308,15.0,2022-06-01 08:00:00
487120,468971,311530,8.5,2022-06-01 06:22:00
809079,896063,390755,14.5,2022-06-01 06:44:00
484480,235166,363332,11.0,2022-06-01 09:49:00
836272,810396,110760,3.5,2022-06-01 07:51:00
225871,761750,110046,4.0,2022-06-01 08:40:00
254858,724890,857609,10.0,2022-06-01 06:04:00
657006,713921,753661,11.5,2022-06-01 07:38:00
174390,657768,228465,16.2,2022-06-01 06:45:00
385323,701101,407213,3.5,2022-06-01 07:08:00
933138,725350,857590,2.5,2022-06-01 08:03:00
708949,579649,388772,17.5,2022-06-01 08:47:00
980896,732132,222560,15.5,2022-06-01 07:45:00
799676,975387,979060,20.0,2022-06-01 06:15:00
119329,801615,765646,3.0,2022-06-01 09:30:00
923397,404335,929746,7.0,2022-06-01 09:26:00
231056,220751,255473,2.7,2022-06-01 09:20:00
651499,782572,216324,10.0,2022-06-01 06:45:00
446621,981088,485223,11.0,2022-06-01 07:00:00
529521,791953,444972,8.5,2022-06-01 09:46:00
392645,806758,923543,5.0,2022-06-01 06:07:00
546078,837268,289766,6.2,2022-06-01 07:00:00
179469,970856,770668,7.5,2022-06-01 08:26:00
762472,349958,718561,12.0,2022-06-01 06:41:00
324463,259006,870182,18.0,2022-06-01 06:28:00
683227,974060,901322,17.0,2022-06-01 08:54:00
825435,867763,847771,13.5,2022-06-01 08:44:00
164241,695901,800784,4.0,2022-06-01 08:33:00
547098,950392,552294,13.0,2022-06-01 07:21:00
382702,809881,379291,13.0,2022-06-01 08:55:00
277687,117255,722325,15.0,2022-06-01 10:49:00
758323,646799,613865,20.5,2022-06-01 12:39:00
526194,988118,844629,11.0,2022-06-01 11:24:00
943323,475477,417023,14.0,2022-06-01 13:10:00
153132,198183,361974,8.5,2022-06-01 11:44:00
939631,343727,180343,12.0,2022-06-01 11:34:00
631316,634750,680156,6.0,2022-06-01 13:11:00
112183,280952,879441,19.0,2022-06-01 13:12:00
843193,685003,112682,10.5,2022-06-01 13:31:00
504249,684184,853741,12.5,2022-06-01 10:43:00
764338,791174,205429,5.0,2022-06-01 13:11:00
170959,922995,815201,13.5,2022-06-01 13:49:00
775045,289127,130610,6.0,2022-06-01 12:07:00
134075,209660,895514,15.5,2022-06-01 11:39:00
510446,601568,198573,8.0,2022-06-01 10:18:00
740648,259006,254589,8.0,2022-06-01 10:13:00
712282,907308,671975,14.2,2022-06-01 11:06:00
716013,474390,651049,12.0,2022-06-01 13:26:00
767861,583564,335045,10.0,2022-06-01 10:35:00
660753,538139,533744,7.5,2022-06-01 12:18:00
415451,678821,410396,3.5,2022-06-01 12:56:00
539282,562745,294631,15.5,2022-06-01 10:55:00
927764,609783,428084,7.0,2022-06-01 13:49:00
813908,300735,535857,9.0,2022-06-01 12:19:00
132917,130442,377920,5.0,2022-06-01 12:52:00
608383,212382,838001,6.2,2022-06-01 13:40:00
620228,421804,847439,15.5,2022-06-01 11:05:00
993017,587644,875165,9.0,2022-06-01 10:06:00
235965,181402,291221,21.0,2022-06-01 13:18:00
799707,898490,667212,19.5,2022-06-01 11:36:00
468086,884401,621564,10.0,2022-06-01 13:35:00
664067,971730,729987,11.5,2022-06-01 13:44:00
122941,216531,696468,9.0,2022-06-01 10:42:00
394018,122255,952296,12.5,2022-06-01 13:36:00
571819,964449,427071,9.0,2022-06-01 12:53:00
504828,299385,648945,6.0,2022-06-01 12:16:00
616834,561948,240194,3.0,2022-06-01 12:26:00
534440,658049,559692,11.0,2022-06-01 12:59:00
397642,616519,897031,8.0,2022-06-01 12:45:00
555051,691361,987987,23.0,2022-06-01 13:34:00
893115,664588,656270,8.5,2022-06-01 11:57:00
475181,474395,645804,10.0,2022-06-01 12:27:00
935869,115756,257180,20.0,2022-06-01 12:45:00
609879,634472,946154,7.0,2022-06-01 13:46:00
552693,993094,290171,12.5,2022-06-01 12:49:00
188784,915588,361007,11.0,2022-06-01 12:23:00
846195,773496,495408,8.0,2022-06-01 12:47:00
629531,882283,538351,25.0,2022-06-01 12:05:00
932833,446152,269711,17.5,2022-06-01 11:37:00
303280,950392,468549,15.5,2022-06-01 11:37:00
832107,925704,441074,8.5,2022-06-01 11:10:00
804559,234427,118705,4.0,2022-06-01 12:01:00
176382,753350,294053,13.5,2022-06-01 10:09:00
748219,433411,725970,12.5,2022-06-01 11:18:00
793630,546654,708108,3.5,2022-06-01 12:43:00
948562,255405,397759,12.0,2022-06-01 12:12:00
120953,838867,810521,5.5,2022-06-01 10:36:00
226513,984904,188397,2.2,2022-06-01 10:38:00
177698,562766,262867,2.0,2022-06-01 13:50:00
